respondent_id,country,income_group,survey_year,age_group,gender,education_level,employment_type,urban_rural,genai_usage_frequency,primary_use_case,trust_in_genai_score,fear_of_job_loss_score,ai_should_be_regulated,willing_to_pay_for_genai,monthly_spend_usd,has_experienced_ai_harm,reported_ai_harm,native_language_supported,digital_skills_self_rating,heard_of_hallucination,uses_genai_for_news
SRV-09-2023-0244,Indonesia,Lower-middle income,2023,65+,Female,Master,Employed full-time,Urban,Rarely,Creative Projects,4,4,Disagree,0,0.0,0,0,0,3,0,0
SRV-09-2023-0245,Indonesia,Lower-middle income,2023,18-24,Female,Primary,Employed full-time,Urban,Rarely,Healthcare Info,6,3,Neutral,0,12.38,1,0,1,5,0,0
SRV-09-2023-0246,Indonesia,Lower-middle income,2023,45-54,Female,Bachelor,Employed full-time,Urban,Daily,Research,8,10,Strongly agree,0,32.44,0,0,1,5,1,0
SRV-09-2023-0247,Indonesia,Lower-middle income,2023,25-34,Male,Vocational,Retired,Urban,Monthly,Creative Projects,9,7,Strongly agree,1,0.0,0,0,1,5,1,0
SRV-09-2023-0248,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Student,Urban,Monthly,Research,6,8,Disagree,0,1.75,0,0,0,6,0,0
SRV-09-2023-0249,Indonesia,Lower-middle income,2023,45-54,Prefer not to say,Bachelor,Homemaker,Suburban,Monthly,Entertainment,4,6,Disagree,1,0.0,1,0,1,6,0,0
SRV-09-2023-0250,Indonesia,Lower-middle income,2023,65+,Male,Master,Student,Urban,Daily,Coding,6,7,Agree,0,12.36,0,0,0,5,1,0
SRV-09-2023-0251,Indonesia,Lower-middle income,2023,65+,Female,Secondary,Student,Rural,Never,Personal Assistant,2,4,Neutral,0,0.0,1,0,1,5,0,0
SRV-09-2023-0252,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Employed full-time,Urban,Several times/week,None,5,6,Strongly agree,0,0.0,0,0,0,6,0,0
SRV-09-2023-0253,Indonesia,Lower-middle income,2023,65+,Male,Bachelor,Employed full-time,Urban,Rarely,Personal Assistant,7,6,Agree,0,0.0,0,0,1,5,1,1
SRV-09-2023-0254,Indonesia,Lower-middle income,2023,45-54,Female,Bachelor,Employed full-time,Suburban,Monthly,Coding,5,6,Strongly agree,0,0.0,0,0,1,4,1,0
SRV-09-2023-0255,Indonesia,Lower-middle income,2023,55-64,Male,Master,Employed full-time,Urban,Rarely,Education/Learning,6,6,Strongly agree,0,0.0,1,0,1,5,1,0
SRV-09-2023-0256,Indonesia,Lower-middle income,2023,18-24,Female,Master,Self-employed,Suburban,Rarely,None,3,3,Agree,1,0.0,0,0,0,7,0,0
SRV-09-2023-0257,Indonesia,Lower-middle income,2023,45-54,Female,Bachelor,Retired,Suburban,Rarely,Coding,8,7,Agree,0,1.06,1,0,0,3,1,1
SRV-09-2023-0258,Indonesia,Lower-middle income,2023,25-34,Male,Bachelor,Employed part-time,Urban,Daily,Research,4,1,Strongly disagree,1,0.0,0,0,1,4,1,1
SRV-09-2023-0259,Indonesia,Lower-middle income,2023,35-44,Non-binary,Bachelor,Employed full-time,Rural,Weekly,Coding,7,5,Disagree,1,0.0,0,0,0,5,1,0
SRV-09-2023-0260,Indonesia,Lower-middle income,2023,18-24,Male,Bachelor,Self-employed,Urban,Daily,Work/Productivity,6,7,Strongly agree,0,0.0,1,1,0,5,1,0
SRV-09-2023-0261,Indonesia,Lower-middle income,2023,65+,Female,Vocational,Employed full-time,Urban,Never,Work/Productivity,4,4,Strongly agree,0,0.0,0,0,1,7,0,0
SRV-09-2023-0262,Indonesia,Lower-middle income,2023,35-44,Male,Secondary,Retired,Rural,Monthly,Entertainment,8,6,Neutral,0,0.0,0,0,0,5,0,0
SRV-09-2023-0263,Indonesia,Lower-middle income,2023,45-54,Male,Bachelor,Employed full-time,Urban,Rarely,Coding,8,6,Strongly agree,0,4.21,0,0,0,5,0,0
SRV-09-2023-0264,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Homemaker,Urban,Daily,Personal Assistant,7,6,Neutral,0,3.95,0,0,1,5,0,0
SRV-09-2023-0265,Indonesia,Lower-middle income,2023,35-44,Female,Master,Unemployed,Urban,Rarely,Entertainment,8,7,Agree,0,0.0,0,0,1,4,0,0
SRV-09-2023-0266,Indonesia,Lower-middle income,2023,35-44,Male,PhD,Employed full-time,Rural,Rarely,Work/Productivity,8,6,Strongly agree,0,0.0,1,1,0,4,0,0
SRV-09-2023-0267,Indonesia,Lower-middle income,2023,45-54,Female,Secondary,Employed part-time,Rural,Monthly,Work/Productivity,7,4,Strongly agree,1,6.98,0,0,0,6,1,0
SRV-09-2023-0268,Indonesia,Lower-middle income,2023,35-44,Prefer not to say,Primary,Employed full-time,Urban,Daily,Work/Productivity,3,6,Disagree,0,0.0,0,0,1,8,1,1
SRV-09-2023-0269,Indonesia,Lower-middle income,2023,55-64,Female,Secondary,Homemaker,Rural,Rarely,Personal Assistant,6,8,Strongly agree,0,9.38,0,0,0,5,0,0
SRV-09-2023-0270,Indonesia,Lower-middle income,2023,25-34,Female,No formal,Student,Suburban,Several times/week,Research,5,5,Agree,0,0.0,1,0,1,3,1,0
SRV-09-2023-0271,Indonesia,Lower-middle income,2023,35-44,Male,Master,Employed full-time,Urban,Several times/week,Coding,7,9,Neutral,0,0.0,0,0,0,8,0,0
SRV-09-2023-0272,Indonesia,Lower-middle income,2023,35-44,Female,Bachelor,Retired,Urban,Weekly,Entertainment,7,7,Neutral,0,2.77,0,0,1,7,0,0
SRV-09-2023-0273,Indonesia,Lower-middle income,2023,45-54,Female,Master,Employed full-time,Suburban,Monthly,Research,6,10,Disagree,1,0.0,0,0,0,4,1,0
SRV-09-2023-0274,Indonesia,Lower-middle income,2023,45-54,Male,No formal,Employed part-time,Rural,Monthly,Education/Learning,4,6,Strongly agree,0,0.0,0,0,1,3,1,0
SRV-09-2023-0275,Indonesia,Lower-middle income,2023,35-44,Male,Secondary,Retired,Urban,Monthly,Healthcare Info,2,9,Strongly agree,1,0.0,0,0,0,8,0,0
SRV-09-2023-0276,Indonesia,Lower-middle income,2023,35-44,Male,Bachelor,Retired,Urban,Never,Education/Learning,8,5,Disagree,1,0.72,0,0,1,6,0,0
SRV-09-2023-0277,Indonesia,Lower-middle income,2023,18-24,Female,Bachelor,Employed part-time,Rural,Several times/week,Healthcare Info,6,6,Strongly disagree,1,0.0,1,0,1,5,1,0
SRV-09-2023-0278,Indonesia,Lower-middle income,2023,55-64,Male,Primary,Employed full-time,Rural,Rarely,Personal Assistant,9,4,Disagree,1,0.0,0,1,1,7,0,0
SRV-09-2023-0279,Indonesia,Lower-middle income,2023,25-34,Male,Bachelor,Employed full-time,Urban,Monthly,Personal Assistant,4,7,Strongly agree,0,0.0,0,0,0,6,1,1
SRV-09-2023-0280,Indonesia,Lower-middle income,2023,18-24,Female,Vocational,Student,Rural,Daily,Education/Learning,6,5,Agree,0,0.0,0,1,0,5,0,0
SRV-09-2023-0281,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Student,Suburban,Never,Education/Learning,7,1,Agree,0,7.94,0,0,1,2,0,0
SRV-09-2023-0282,Indonesia,Lower-middle income,2023,35-44,Male,Vocational,Employed full-time,Urban,Monthly,Creative Projects,7,7,Disagree,0,0.0,0,0,1,3,0,0
SRV-09-2023-0283,Indonesia,Lower-middle income,2023,18-24,Female,Master,Employed full-time,Rural,Several times/week,Education/Learning,7,5,Strongly disagree,0,0.0,0,0,1,3,0,0
SRV-09-2023-0284,Indonesia,Lower-middle income,2023,45-54,Female,Bachelor,Homemaker,Urban,Weekly,Work/Productivity,5,5,Strongly disagree,1,0.0,0,0,1,3,0,0
SRV-09-2023-0285,Indonesia,Lower-middle income,2023,35-44,Male,Secondary,Employed full-time,Urban,Never,Creative Projects,6,5,Strongly agree,0,0.0,0,0,1,4,1,0
SRV-09-2023-0286,Indonesia,Lower-middle income,2023,18-24,Female,Bachelor,Employed part-time,Urban,Monthly,Creative Projects,3,8,Disagree,0,0.84,0,0,1,5,0,0
SRV-09-2023-0287,Indonesia,Lower-middle income,2023,55-64,Male,Secondary,Employed full-time,Rural,Never,Creative Projects,3,6,Agree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0288,Indonesia,Lower-middle income,2023,45-54,Male,Bachelor,Employed full-time,Urban,Several times/week,None,6,7,Agree,0,0.0,0,0,1,4,0,0
SRV-09-2023-0289,Indonesia,Lower-middle income,2023,65+,Male,Secondary,Employed full-time,Urban,Daily,Entertainment,10,5,Agree,0,0.0,0,0,0,5,0,0
SRV-09-2023-0290,Indonesia,Lower-middle income,2023,25-34,Male,Secondary,Employed part-time,Suburban,Daily,Healthcare Info,2,4,Strongly agree,1,0.0,0,0,0,8,0,0
SRV-09-2023-0291,Indonesia,Lower-middle income,2023,45-54,Female,Master,Employed full-time,Urban,Monthly,Healthcare Info,9,8,Strongly agree,0,3.04,0,0,0,5,0,0
SRV-09-2023-0292,Indonesia,Lower-middle income,2023,45-54,Male,Secondary,Unemployed,Urban,Several times/week,Work/Productivity,8,6,Agree,0,0.0,0,0,0,4,0,0
SRV-09-2023-0293,Indonesia,Lower-middle income,2023,35-44,Male,Bachelor,Student,Urban,Monthly,Healthcare Info,2,6,Neutral,0,1.96,1,0,0,5,0,0
SRV-09-2023-0294,Indonesia,Lower-middle income,2023,45-54,Male,Secondary,Homemaker,Urban,Monthly,Coding,1,8,Neutral,1,0.0,0,0,1,5,1,0
SRV-09-2023-0295,Indonesia,Lower-middle income,2023,25-34,Female,Master,Student,Suburban,Monthly,Creative Projects,6,7,Agree,0,0.0,0,0,1,6,0,0
SRV-09-2023-0296,Indonesia,Lower-middle income,2023,25-34,Male,Master,Employed part-time,Suburban,Several times/week,Work/Productivity,2,5,Strongly agree,1,0.0,0,0,0,5,0,1
SRV-09-2023-0297,Indonesia,Lower-middle income,2023,65+,Male,Secondary,Homemaker,Urban,Monthly,Education/Learning,5,6,Disagree,0,0.94,0,1,0,6,1,0
SRV-09-2023-0298,Indonesia,Lower-middle income,2023,25-34,Male,Vocational,Self-employed,Urban,Daily,Coding,6,6,Strongly agree,1,0.0,0,0,0,3,0,0
SRV-09-2023-0299,Indonesia,Lower-middle income,2023,45-54,Female,Primary,Employed full-time,Urban,Daily,Coding,8,4,Strongly agree,0,23.49,0,0,0,4,1,0
SRV-09-2023-0300,Indonesia,Lower-middle income,2023,55-64,Male,Secondary,Employed full-time,Urban,Never,Entertainment,5,5,Strongly agree,0,3.29,0,0,1,7,1,0
SRV-09-2023-0301,Indonesia,Lower-middle income,2023,25-34,Male,Secondary,Employed part-time,Urban,Rarely,None,4,6,Strongly agree,0,2.93,0,0,1,6,1,0
SRV-09-2023-0302,Indonesia,Lower-middle income,2023,25-34,Male,PhD,Employed full-time,Urban,Several times/week,Personal Assistant,8,3,Disagree,0,4.6,0,0,1,9,0,0
SRV-09-2023-0303,Indonesia,Lower-middle income,2023,35-44,Male,Master,Employed full-time,Rural,Rarely,Research,5,9,Strongly agree,0,0.0,0,0,1,4,1,0
SRV-09-2023-0304,Indonesia,Lower-middle income,2023,35-44,Female,Vocational,Employed full-time,Urban,Daily,Creative Projects,8,7,Neutral,0,5.55,0,0,0,7,0,1
SRV-09-2023-0305,Indonesia,Lower-middle income,2023,18-24,Female,Primary,Homemaker,Urban,Rarely,Healthcare Info,6,7,Agree,1,0.12,0,0,1,2,0,0
SRV-09-2023-0306,Indonesia,Lower-middle income,2023,25-34,Female,Vocational,Employed full-time,Rural,Monthly,Work/Productivity,2,1,Neutral,0,10.12,0,1,1,2,0,1
SRV-09-2023-0307,Indonesia,Lower-middle income,2023,55-64,Male,Bachelor,Self-employed,Suburban,Several times/week,Work/Productivity,4,4,Neutral,0,2.97,0,0,0,2,0,1
SRV-09-2023-0308,Indonesia,Lower-middle income,2023,55-64,Female,Bachelor,Retired,Urban,Never,Research,5,6,Strongly agree,0,0.0,0,0,0,4,0,0
SRV-09-2023-0309,Indonesia,Lower-middle income,2023,35-44,Male,Bachelor,Unemployed,Urban,Never,None,7,8,Neutral,0,0.0,0,0,0,5,0,1
SRV-09-2023-0310,Indonesia,Lower-middle income,2023,45-54,Female,Secondary,Employed part-time,Rural,Monthly,Creative Projects,7,4,Disagree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0311,Indonesia,Lower-middle income,2023,45-54,Male,Secondary,Unemployed,Urban,Monthly,Education/Learning,6,6,Agree,0,0.0,0,0,0,5,0,0
SRV-09-2023-0312,Indonesia,Lower-middle income,2023,25-34,Male,Bachelor,Self-employed,Rural,Monthly,Healthcare Info,7,8,Agree,1,0.0,0,0,0,5,0,0
SRV-09-2023-0313,Indonesia,Lower-middle income,2023,35-44,Male,Secondary,Unemployed,Suburban,Rarely,Healthcare Info,1,4,Disagree,1,0.0,0,0,0,6,0,0
SRV-09-2023-0314,Indonesia,Lower-middle income,2023,35-44,Female,Master,Employed full-time,Rural,Monthly,Education/Learning,7,5,Strongly agree,1,0.0,0,0,0,5,0,0
SRV-09-2023-0315,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Retired,Rural,Monthly,Personal Assistant,7,4,Agree,1,0.0,1,0,1,6,0,0
SRV-09-2023-0316,Indonesia,Lower-middle income,2023,25-34,Female,Bachelor,Employed full-time,Urban,Rarely,Coding,6,3,Agree,0,12.77,0,0,1,3,0,0
SRV-09-2023-0317,Indonesia,Lower-middle income,2023,25-34,Male,No formal,Employed full-time,Urban,Never,Creative Projects,5,5,Strongly agree,1,0.0,0,0,0,4,1,0
SRV-09-2023-0318,Indonesia,Lower-middle income,2023,55-64,Male,No formal,Retired,Urban,Monthly,Healthcare Info,3,7,Strongly agree,0,0.0,1,1,0,5,0,0
SRV-09-2023-0319,Indonesia,Lower-middle income,2023,35-44,Male,PhD,Student,Urban,Daily,Coding,3,4,Agree,1,0.0,0,0,0,3,0,0
SRV-09-2023-0320,Indonesia,Lower-middle income,2023,25-34,Male,No formal,Self-employed,Urban,Never,Research,6,2,Agree,1,0.0,0,0,0,4,0,0
SRV-09-2023-0321,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Employed part-time,Urban,Monthly,None,7,4,Strongly agree,1,0.0,0,0,1,5,0,0
SRV-09-2023-0322,Indonesia,Lower-middle income,2023,35-44,Male,Vocational,Employed full-time,Urban,Rarely,Creative Projects,6,6,Strongly agree,0,0.0,0,0,0,7,1,0
SRV-09-2023-0323,Indonesia,Lower-middle income,2023,45-54,Female,PhD,Student,Suburban,Rarely,None,3,3,Agree,0,0.0,0,0,1,6,1,0
SRV-09-2023-0324,Indonesia,Lower-middle income,2023,35-44,Female,Secondary,Employed full-time,Rural,Rarely,Personal Assistant,7,2,Agree,0,0.0,1,0,1,5,1,0
SRV-09-2023-0325,Indonesia,Lower-middle income,2023,25-34,Male,Bachelor,Employed full-time,Urban,Weekly,None,6,6,Agree,0,0.04,0,0,1,6,1,0
SRV-09-2023-0326,Indonesia,Lower-middle income,2023,45-54,Male,PhD,Unemployed,Urban,Rarely,Education/Learning,5,4,Strongly agree,0,0.0,1,0,1,4,0,0
SRV-09-2023-0327,Indonesia,Lower-middle income,2023,18-24,Prefer not to say,Bachelor,Employed full-time,Urban,Monthly,Creative Projects,5,3,Neutral,0,10.27,0,1,1,4,0,0
SRV-09-2023-0328,Indonesia,Lower-middle income,2023,35-44,Female,Secondary,Employed full-time,Urban,Rarely,None,4,5,Agree,0,0.0,0,0,1,4,0,0
SRV-09-2023-0329,Indonesia,Lower-middle income,2023,55-64,Female,Master,Unemployed,Urban,Never,Research,7,7,Disagree,1,2.83,0,0,0,7,0,0
SRV-09-2023-0330,Indonesia,Lower-middle income,2023,35-44,Female,Master,Self-employed,Urban,Rarely,Healthcare Info,4,7,Agree,0,0.0,1,0,1,2,1,0
SRV-09-2023-0331,Indonesia,Lower-middle income,2023,35-44,Male,Bachelor,Student,Urban,Several times/week,Entertainment,5,1,Agree,1,0.0,0,1,0,4,1,0
SRV-09-2023-0332,Indonesia,Lower-middle income,2023,25-34,Male,PhD,Employed part-time,Rural,Daily,Entertainment,8,6,Strongly agree,0,11.06,0,0,1,6,1,1
SRV-09-2023-0333,Indonesia,Lower-middle income,2023,55-64,Female,Secondary,Employed full-time,Rural,Daily,Entertainment,5,6,Agree,0,0.0,0,0,1,4,0,1
SRV-09-2023-0334,Indonesia,Lower-middle income,2023,65+,Female,Secondary,Employed full-time,Rural,Weekly,Coding,8,6,Strongly agree,1,0.0,0,0,0,8,1,0
SRV-09-2023-0335,Indonesia,Lower-middle income,2023,25-34,Female,Bachelor,Self-employed,Suburban,Daily,Personal Assistant,7,5,Neutral,0,0.0,0,0,1,3,0,0
SRV-09-2023-0336,Indonesia,Lower-middle income,2023,65+,Male,Bachelor,Employed full-time,Urban,Weekly,Entertainment,6,6,Strongly agree,0,0.0,0,0,1,7,1,0
SRV-09-2023-0337,Indonesia,Lower-middle income,2023,55-64,Male,Secondary,Retired,Urban,Daily,Work/Productivity,3,8,Strongly agree,1,5.34,0,0,0,6,0,0
SRV-09-2023-0338,Indonesia,Lower-middle income,2023,35-44,Female,Secondary,Unemployed,Rural,Never,Work/Productivity,7,8,Strongly agree,0,0.0,1,0,0,2,1,0
SRV-09-2023-0339,Indonesia,Lower-middle income,2023,18-24,Male,Bachelor,Student,Suburban,Rarely,None,6,3,Neutral,0,0.0,0,0,1,8,0,0
SRV-09-2023-0340,Indonesia,Lower-middle income,2023,45-54,Male,Bachelor,Retired,Rural,Never,Education/Learning,5,9,Neutral,0,18.08,0,0,1,1,0,0
SRV-09-2023-0341,Indonesia,Lower-middle income,2023,18-24,Female,PhD,Employed full-time,Urban,Weekly,Creative Projects,6,2,Strongly agree,0,6.16,0,0,0,4,1,0
SRV-09-2023-0342,Indonesia,Lower-middle income,2023,35-44,Female,Master,Retired,Urban,Monthly,Healthcare Info,6,3,Strongly agree,0,9.05,0,0,1,6,0,0
SRV-09-2023-0343,Indonesia,Lower-middle income,2023,18-24,Female,No formal,Employed part-time,Urban,Monthly,Creative Projects,9,4,Agree,0,4.05,0,0,1,5,0,1
SRV-09-2023-0344,Indonesia,Lower-middle income,2023,45-54,Male,No formal,Employed full-time,Urban,Daily,Education/Learning,4,7,Agree,0,0.0,0,0,1,5,0,1
SRV-09-2023-0345,Indonesia,Lower-middle income,2023,55-64,Male,Bachelor,Employed full-time,Urban,Several times/week,None,5,6,Strongly agree,1,0.0,0,0,0,6,0,0
SRV-09-2023-0346,Indonesia,Lower-middle income,2023,18-24,Female,Master,Student,Rural,Several times/week,Education/Learning,4,5,Strongly disagree,0,0.0,0,0,1,6,1,1
SRV-09-2023-0347,Indonesia,Lower-middle income,2023,25-34,Male,PhD,Student,Suburban,Rarely,Creative Projects,7,4,Strongly agree,0,14.87,0,0,1,7,1,1
SRV-09-2023-0348,Indonesia,Lower-middle income,2023,18-24,Female,Master,Retired,Urban,Never,Work/Productivity,9,3,Agree,1,2.11,0,0,0,5,0,0
SRV-09-2023-0349,Indonesia,Lower-middle income,2023,45-54,Male,Vocational,Employed part-time,Suburban,Rarely,Entertainment,4,3,Strongly disagree,0,0.0,0,0,0,7,1,0
SRV-09-2023-0350,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Retired,Urban,Rarely,Personal Assistant,6,6,Disagree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0351,Indonesia,Lower-middle income,2023,45-54,Male,Secondary,Self-employed,Urban,Rarely,Work/Productivity,6,1,Strongly agree,1,0.0,0,0,1,7,1,0
SRV-09-2023-0352,Indonesia,Lower-middle income,2023,35-44,Female,Master,Student,Urban,Never,Healthcare Info,9,9,Agree,0,0.0,0,0,0,4,0,0
SRV-09-2023-0353,Indonesia,Lower-middle income,2023,25-34,Prefer not to say,No formal,Unemployed,Rural,Rarely,Healthcare Info,4,9,Agree,1,0.0,1,0,0,6,1,0
SRV-09-2023-0354,Indonesia,Lower-middle income,2023,18-24,Non-binary,Bachelor,Unemployed,Urban,Daily,Entertainment,6,6,Strongly disagree,1,0.0,0,0,0,6,0,0
SRV-09-2023-0355,Indonesia,Lower-middle income,2023,25-34,Male,No formal,Employed full-time,Suburban,Monthly,None,3,4,Disagree,0,0.0,0,0,1,4,0,0
SRV-09-2023-0356,Indonesia,Lower-middle income,2023,25-34,Female,Vocational,Employed full-time,Rural,Never,None,8,8,Agree,0,0.0,1,0,1,2,0,0
SRV-09-2023-0357,Indonesia,Lower-middle income,2023,35-44,Male,Secondary,Employed part-time,Rural,Monthly,Research,1,6,Strongly agree,1,15.81,0,0,0,5,1,0
SRV-09-2023-0358,Indonesia,Lower-middle income,2023,35-44,Male,Master,Employed full-time,Urban,Daily,Education/Learning,5,7,Strongly agree,1,0.0,0,0,0,5,0,0
SRV-09-2023-0359,Indonesia,Lower-middle income,2023,55-64,Female,Primary,Employed part-time,Urban,Never,Work/Productivity,3,4,Strongly agree,0,0.07,1,0,0,7,0,0
SRV-09-2023-0360,Indonesia,Lower-middle income,2023,35-44,Female,Bachelor,Retired,Suburban,Daily,Creative Projects,4,4,Strongly agree,0,0.0,0,0,1,6,0,0
SRV-09-2023-0361,Indonesia,Lower-middle income,2023,25-34,Female,Secondary,Self-employed,Urban,Several times/week,Coding,9,5,Neutral,0,0.0,0,0,0,4,1,0
SRV-09-2023-0362,Indonesia,Lower-middle income,2023,35-44,Prefer not to say,Bachelor,Employed full-time,Urban,Weekly,Healthcare Info,9,6,Neutral,0,0.0,0,0,1,6,1,0
SRV-09-2023-0363,Indonesia,Lower-middle income,2023,55-64,Male,Primary,Employed part-time,Urban,Rarely,Personal Assistant,4,4,Strongly agree,1,1.85,0,0,1,5,0,0
SRV-09-2023-0364,Indonesia,Lower-middle income,2023,45-54,Male,PhD,Employed full-time,Suburban,Monthly,Creative Projects,6,6,Agree,0,0.0,0,0,0,4,1,0
SRV-09-2023-0365,Indonesia,Lower-middle income,2023,18-24,Female,Master,Unemployed,Rural,Weekly,Education/Learning,7,3,Strongly agree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0366,Indonesia,Lower-middle income,2023,25-34,Prefer not to say,Vocational,Self-employed,Urban,Weekly,Personal Assistant,6,4,Strongly disagree,0,0.0,0,0,0,3,0,0
SRV-09-2023-0367,Indonesia,Lower-middle income,2023,45-54,Female,Master,Employed full-time,Urban,Monthly,Research,4,6,Strongly disagree,1,0.0,0,0,1,5,0,0
SRV-09-2023-0368,Indonesia,Lower-middle income,2023,35-44,Male,Vocational,Homemaker,Suburban,Monthly,Healthcare Info,6,5,Strongly agree,1,0.0,0,0,1,4,1,0
SRV-09-2023-0369,Indonesia,Lower-middle income,2023,25-34,Prefer not to say,Secondary,Employed part-time,Urban,Daily,Healthcare Info,4,7,Disagree,0,0.0,0,0,0,4,0,0
SRV-09-2023-0370,Indonesia,Lower-middle income,2023,65+,Male,Primary,Student,Suburban,Rarely,Personal Assistant,5,5,Agree,0,5.03,0,0,0,8,0,0
SRV-09-2023-0371,Indonesia,Lower-middle income,2023,25-34,Female,Bachelor,Student,Suburban,Weekly,Creative Projects,8,4,Agree,1,7.86,0,0,1,8,0,0
SRV-09-2023-0372,Indonesia,Lower-middle income,2023,65+,Male,Secondary,Student,Urban,Daily,Education/Learning,5,8,Strongly agree,1,0.0,0,0,1,7,0,0
SRV-09-2023-0373,Indonesia,Lower-middle income,2023,55-64,Female,Bachelor,Employed full-time,Rural,Rarely,Research,7,4,Strongly agree,1,0.0,1,0,1,8,0,0
SRV-09-2023-0374,Indonesia,Lower-middle income,2023,65+,Male,Master,Employed full-time,Urban,Weekly,None,6,5,Disagree,1,0.59,0,0,0,2,1,0
SRV-09-2023-0375,Indonesia,Lower-middle income,2023,18-24,Male,Secondary,Employed full-time,Urban,Weekly,Work/Productivity,6,6,Strongly agree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0376,Indonesia,Lower-middle income,2023,65+,Male,Primary,Employed full-time,Urban,Rarely,Work/Productivity,2,3,Disagree,1,1.66,0,0,1,5,0,1
SRV-09-2023-0377,Indonesia,Lower-middle income,2023,18-24,Male,Vocational,Homemaker,Rural,Daily,Healthcare Info,6,6,Strongly agree,1,0.0,0,0,1,5,0,0
SRV-09-2023-0378,Indonesia,Lower-middle income,2023,18-24,Female,Vocational,Student,Urban,Rarely,Healthcare Info,8,7,Agree,0,14.75,0,0,0,8,0,1
SRV-09-2023-0379,Indonesia,Lower-middle income,2023,35-44,Male,Primary,Employed full-time,Urban,Several times/week,Healthcare Info,6,4,Strongly agree,0,4.35,0,0,0,8,1,1
SRV-09-2023-0380,Indonesia,Lower-middle income,2023,18-24,Female,Bachelor,Student,Rural,Rarely,None,5,5,Strongly agree,0,0.0,0,0,1,4,0,1
SRV-09-2023-0381,Indonesia,Lower-middle income,2023,18-24,Male,Master,Self-employed,Urban,Weekly,Research,6,4,Disagree,1,0.0,0,0,1,4,1,1
SRV-09-2023-0382,Indonesia,Lower-middle income,2023,35-44,Male,Bachelor,Self-employed,Rural,Daily,Healthcare Info,5,6,Disagree,0,0.0,0,0,0,6,1,0
SRV-09-2023-0383,Indonesia,Lower-middle income,2023,45-54,Prefer not to say,Master,Employed full-time,Suburban,Rarely,Entertainment,8,6,Neutral,0,0.0,0,0,1,5,1,0
SRV-09-2023-0384,Indonesia,Lower-middle income,2023,55-64,Non-binary,Secondary,Employed part-time,Rural,Monthly,Coding,5,5,Strongly agree,0,19.96,0,0,0,2,1,1
SRV-09-2023-0385,Indonesia,Lower-middle income,2023,35-44,Male,Vocational,Employed full-time,Rural,Monthly,Creative Projects,3,5,Strongly agree,0,0.0,0,0,0,7,0,0
SRV-09-2023-0386,Indonesia,Lower-middle income,2023,25-34,Male,Secondary,Student,Suburban,Monthly,Coding,6,4,Strongly agree,1,0.0,0,0,1,6,0,0
SRV-09-2023-0387,Indonesia,Lower-middle income,2023,65+,Non-binary,Secondary,Student,Rural,Daily,Work/Productivity,9,4,Strongly agree,0,0.0,0,0,0,7,1,0
SRV-09-2023-0388,Indonesia,Lower-middle income,2023,25-34,Female,Bachelor,Employed full-time,Urban,Several times/week,Education/Learning,4,3,Agree,1,0.0,0,0,1,5,0,0
SRV-09-2023-0389,Indonesia,Lower-middle income,2023,65+,Female,Master,Student,Rural,Weekly,Research,1,4,Neutral,1,0.0,0,0,0,5,1,0
SRV-09-2023-0390,Indonesia,Lower-middle income,2023,65+,Female,Master,Employed full-time,Urban,Monthly,Creative Projects,3,7,Agree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0391,Indonesia,Lower-middle income,2023,45-54,Male,Master,Employed full-time,Rural,Several times/week,Coding,5,2,Agree,0,0.0,0,0,1,5,0,0
SRV-09-2023-0392,Indonesia,Lower-middle income,2023,55-64,Female,Bachelor,Student,Rural,Never,Education/Learning,8,4,Strongly disagree,0,0.0,0,0,1,3,0,1
SRV-09-2023-0393,Indonesia,Lower-middle income,2023,25-34,Male,Secondary,Employed part-time,Rural,Monthly,Personal Assistant,6,8,Agree,0,0.0,0,1,0,7,0,0
SRV-09-2023-0394,Indonesia,Lower-middle income,2023,55-64,Female,Bachelor,Employed part-time,Rural,Several times/week,Creative Projects,7,4,Agree,1,0.0,0,0,0,8,0,0
SRV-09-2023-0395,Indonesia,Lower-middle income,2023,55-64,Male,Bachelor,Employed full-time,Suburban,Monthly,Personal Assistant,8,3,Strongly agree,0,0.0,0,0,1,6,0,0
SRV-09-2023-0396,Indonesia,Lower-middle income,2023,55-64,Male,Master,Student,Urban,Rarely,Coding,6,2,Neutral,0,0.92,1,0,1,5,1,0
SRV-09-2023-0397,Indonesia,Lower-middle income,2023,25-34,Female,Bachelor,Employed part-time,Urban,Never,Creative Projects,8,5,Agree,0,11.96,1,0,1,5,0,0
