country,region,income_group,currency,population,primary_language,year,genai_adoption_rate_pct,enterprise_adoption_pct,consumer_adoption_pct,sme_adoption_pct,government_adoption_pct,llm_usage_pct,image_gen_usage_pct,code_gen_usage_pct,voice_ai_usage_pct,video_gen_usage_pct,gdp_contribution_bn_usd,productivity_gain_pct,job_displacement_pct,job_creation_pct,net_job_impact_pct,genai_startups_count,vc_investment_mn_usd,has_national_ai_strategy,regulation_stringency_score,data_privacy_score,copyright_clarity_score,deepfake_law_exists,ai_liability_framework_exists,mandatory_ai_disclosure_law,govt_genai_budget_mn_usd,ai_literacy_score,university_ai_programs_count,k12_ai_curriculum_exists,genai_workforce_pct,reskilling_programs_count,internet_penetration_pct,cloud_readiness_score,gpu_compute_per_1k_usd,avg_internet_speed_mbps,mobile_ai_penetration_pct,public_trust_score,ai_anxiety_index,misinformation_risk_index,deepfake_incidents_reported,genai_used_in_elections,public_debate_maturity_score,native_lang_llm_support,low_resource_language_country,digital_divide_index,gender_ai_gap_score,rural_urban_ai_gap_score,genai_papers_published,genai_patents_filed,intl_ai_collaboration_score,healthcare_genai_adoption_pct,education_genai_adoption_pct,finance_genai_adoption_pct,media_genai_adoption_pct,legal_genai_adoption_pct,agriculture_genai_adoption_pct,global_genai_index_score
New Zealand,Oceania,High income,NZD,5100000,English,2023,86.32,53.96,70.21,42.39,35.82,61.91,36.18,31.06,39.5,31.36,5.13,11.05,8.4,6.6,-1.8,9,33.18,1,73.04,54.61,69.65,0,0,0,4.53,49.9,0,1,26.69,0,75.32,83.64,2.494,167.0,74.69,70.33,18.59,78.47,0,0,49.47,1,0,20.9,34.16,29.33,6,5,59.65,50.72,60.86,53.05,61.87,29.36,22.31,22.52
New Zealand,Oceania,High income,NZD,5100000,English,2024,99.0,77.8,80.13,67.21,26.21,89.82,46.97,31.55,27.89,38.87,9.19,12.63,13.58,7.58,-6.0,19,31.18,1,68.82,62.65,41.03,1,1,0,12.17,75.1,0,1,15.68,0,85.33,89.08,3.108,149.3,63.95,68.45,28.69,67.59,2,1,77.1,1,1,16.1,20.71,31.05,16,5,73.25,72.91,74.78,88.4,55.81,45.16,24.56,25.55
New Zealand,Oceania,High income,NZD,5100000,English,2025,99.0,56.18,89.24,57.27,34.14,71.34,40.16,39.32,36.2,49.36,8.88,15.05,5.07,6.83,1.76,16,39.5,1,75.28,69.7,33.42,1,1,1,11.1,49.18,0,1,16.64,0,75.36,68.8,3.127,131.2,60.07,71.67,33.47,65.02,1,0,41.16,1,0,8.25,49.18,42.35,16,2,68.32,42.19,83.18,80.06,68.62,47.56,37.6,25.66
Ireland,Europe,High income,EUR,5100000,English/Irish,2022,56.13,32.1,39.18,38.62,22.48,43.26,36.95,19.53,33.54,8.88,2.79,8.97,7.13,2.83,-4.3,2,2.46,1,63.3,62.52,27.91,0,0,0,5.67,46.34,0,1,20.25,0,65.07,86.89,7.65,141.3,41.96,63.0,43.07,63.72,0,0,54.02,1,0,40.36,36.48,49.56,8,3,55.74,35.05,30.72,44.62,46.65,31.29,17.33,19.05
Ireland,Europe,High income,EUR,5100000,English/Irish,2023,64.23,41.29,51.92,40.08,22.61,56.23,30.45,22.33,18.22,26.36,3.26,9.54,3.83,2.71,-1.12,3,3.23,1,57.44,71.81,51.57,0,0,0,3.54,32.54,1,1,18.87,0,66.28,61.8,8.695,157.1,53.16,65.7,29.43,62.39,0,0,56.5,1,0,40.63,33.49,41.43,7,6,62.03,30.8,46.07,43.3,41.25,37.93,20.39,18.93
Ireland,Europe,High income,EUR,5100000,English/Irish,2024,74.4,47.39,54.75,49.85,39.69,55.74,49.32,24.12,22.49,14.28,6.38,12.77,5.68,3.26,-2.43,13,47.87,1,66.05,71.61,41.73,0,1,0,12.69,50.31,1,1,12.51,0,60.66,62.19,3.131,130.3,47.06,70.09,20.08,78.46,2,0,79.23,1,1,29.14,32.61,20.74,10,5,55.56,30.44,39.64,47.77,52.86,20.03,18.5,22.16
Ireland,Europe,High income,EUR,5100000,English/Irish,2025,75.92,43.6,50.34,50.22,28.48,62.45,42.98,41.53,29.31,36.59,8.01,6.8,3.7,1.8,-1.9,16,35.95,1,70.95,58.95,27.2,1,1,1,2.14,48.37,1,1,18.12,0,67.83,60.3,12.122,208.4,50.53,63.97,38.28,81.14,1,1,59.34,1,0,36.86,42.78,41.16,8,7,67.03,34.64,57.17,53.76,63.3,38.58,16.58,19.11
Chile,Latin America,High income,CLP,19000000,Spanish,2022,64.88,38.51,54.2,40.11,35.18,54.53,39.88,41.99,38.51,20.04,29.25,14.04,6.2,2.12,-4.08,9,11.32,1,58.46,46.24,59.3,0,0,0,10.71,35.53,5,1,20.19,3,65.81,64.66,4.012,153.6,53.35,72.26,30.95,81.64,2,0,60.69,1,0,36.03,34.25,39.72,33,14,51.64,43.72,44.35,45.91,54.42,37.06,11.17,20.73
Chile,Latin America,High income,CLP,19000000,Spanish,2023,75.04,52.6,70.73,50.9,18.31,64.86,38.01,35.95,25.85,12.68,38.0,9.16,7.47,2.84,-4.63,47,60.04,1,65.96,63.61,43.61,0,0,0,19.7,40.14,1,1,20.45,0,64.57,72.7,9.414,147.1,54.54,71.88,33.54,73.93,10,0,69.8,1,0,37.57,29.78,40.52,17,0,72.77,41.81,56.37,55.16,46.03,28.39,12.76,20.53
Chile,Latin America,High income,CLP,19000000,Spanish,2024,79.42,48.58,67.62,54.95,17.39,65.05,46.71,25.48,28.91,23.67,39.67,9.16,7.74,6.56,-1.18,50,125.21,1,64.84,56.84,48.0,1,1,0,35.19,41.99,4,1,19.57,3,73.32,69.21,2.489,159.5,65.37,69.24,27.28,69.8,10,0,67.58,0,1,24.75,19.18,34.67,16,6,52.26,48.37,49.36,50.48,58.59,47.56,18.35,19.99
Chile,Latin America,High income,CLP,19000000,Spanish,2025,87.09,71.29,76.89,52.07,45.84,80.76,62.99,36.65,38.4,31.03,38.95,15.81,11.33,3.42,-7.9,55,231.45,1,66.31,69.03,38.96,1,0,1,35.5,31.9,5,1,15.06,0,67.15,45.33,9.265,236.8,71.75,73.57,12.51,80.27,1,0,24.69,0,1,30.86,37.62,23.95,24,27,47.8,55.62,45.24,63.26,66.17,47.73,15.85,23.21
Colombia,Latin America,Upper-middle income,COP,51000000,Spanish,2022,28.29,17.39,19.3,13.87,12.78,21.26,14.51,17.1,14.66,14.07,27.17,4.96,2.42,2.51,0.09,17,34.44,1,37.67,40.07,49.08,0,0,0,17.64,57.4,2,1,5.95,1,56.15,60.53,2.466,123.9,19.25,52.98,44.36,87.26,23,0,21.73,1,0,49.76,16.14,47.34,34,12,28.28,17.29,21.37,20.78,23.55,14.8,5.45,12.52
Colombia,Latin America,Upper-middle income,COP,51000000,Spanish,2023,30.2,17.94,26.8,14.06,6.54,22.46,15.31,18.19,11.86,4.57,21.08,3.2,4.2,0.95,-3.25,33,82.12,1,35.14,45.85,17.88,0,0,0,67.37,24.81,5,1,9.53,6,59.36,54.79,1.354,73.3,24.67,54.35,46.14,67.79,7,0,50.94,1,1,55.35,23.13,66.62,31,2,69.68,13.23,20.85,21.32,18.38,14.59,5.07,11.49
Colombia,Latin America,Upper-middle income,COP,51000000,Spanish,2024,26.14,19.07,23.37,10.67,7.88,22.24,16.87,13.14,14.53,9.86,31.29,2.95,1.72,2.52,0.79,25,26.17,1,59.62,48.92,30.1,0,0,0,51.14,46.55,4,1,17.35,4,63.59,53.96,5.806,82.8,20.29,55.71,49.64,70.08,44,1,57.54,1,1,41.4,19.26,40.7,106,24,22.81,17.38,14.85,15.79,19.34,11.59,12.53,11.77
Colombia,Latin America,Upper-middle income,COP,51000000,Spanish,2025,30.43,25.33,23.05,18.04,7.34,23.89,14.63,15.66,9.89,9.53,43.56,2.98,1.49,0.9,-0.59,69,179.9,1,50.87,43.27,21.77,1,0,0,22.83,31.1,1,1,6.8,1,60.89,59.31,1.891,157.5,21.48,50.92,52.25,88.76,9,1,49.5,1,0,41.04,13.6,48.3,90,20,23.44,15.78,16.06,19.4,19.4,19.55,7.87,11.03
Peru,Latin America,Upper-middle income,PEN,33000000,Spanish,2022,43.02,28.67,39.46,18.61,12.36,32.52,21.51,15.54,14.19,17.11,15.85,4.99,1.96,3.82,1.86,10,5.71,1,27.24,63.22,12.58,0,0,0,23.3,33.6,1,0,9.06,4,39.89,38.66,0.64,127.5,29.6,45.69,53.51,82.18,10,0,22.39,1,1,60.83,14.8,57.16,4,7,23.45,31.12,21.88,31.01,32.89,11.13,12.88,11.89
Peru,Latin America,Upper-middle income,PEN,33000000,Spanish,2023,44.27,29.25,36.03,25.63,17.19,36.21,31.89,20.0,25.01,14.4,14.04,7.82,5.93,3.13,-2.8,23,37.05,1,26.32,39.68,10.42,0,0,0,42.93,49.73,3,1,19.53,4,37.59,33.34,0.897,80.1,31.84,51.56,54.25,75.85,17,0,31.57,1,0,63.05,12.89,38.14,11,26,43.4,23.14,27.09,30.81,28.46,16.62,12.6,13.9
Peru,Latin America,Upper-middle income,PEN,33000000,Spanish,2024,48.47,31.96,37.1,19.83,18.39,36.76,27.79,28.2,21.55,18.66,31.54,8.84,3.92,3.39,-0.53,13,35.62,1,41.19,29.48,34.86,1,0,0,52.06,51.37,5,1,12.2,4,36.49,37.52,3.357,52.2,40.67,47.13,58.3,77.71,2,1,57.0,0,1,64.56,21.88,54.47,33,31,35.71,28.86,36.12,41.1,35.79,13.95,23.24,14.85
Peru,Latin America,Upper-middle income,PEN,33000000,Spanish,2025,54.27,41.94,51.33,23.53,17.59,41.85,31.46,17.8,22.25,12.11,60.1,5.77,2.3,2.65,0.35,41,106.7,1,61.75,65.93,39.34,1,0,0,24.94,44.56,4,0,2.3,1,35.59,34.44,5.935,108.8,33.89,46.21,64.37,76.81,1,1,44.49,0,1,65.21,31.5,57.6,84,4,35.52,28.73,45.27,33.18,46.86,18.75,21.18,15.0
Venezuela,Latin America,Upper-middle income,VES,28000000,Spanish,2022,37.49,23.69,32.53,23.64,15.5,28.23,15.79,22.23,19.63,9.67,12.08,7.11,2.73,2.59,-0.13,8,11.44,1,29.92,62.36,18.84,0,0,0,24.32,29.66,0,1,17.98,3,39.52,41.99,5.066,70.1,30.3,37.95,60.35,87.86,2,0,46.18,0,1,58.99,19.41,41.91,3,15,35.78,17.42,21.05,33.23,29.11,21.44,12.9,12.74
Venezuela,Latin America,Upper-middle income,VES,28000000,Spanish,2023,44.26,33.28,34.91,29.65,12.83,31.66,28.88,24.94,12.06,9.05,20.4,3.6,4.85,2.93,-1.93,38,53.67,1,44.77,44.87,31.61,0,0,0,26.19,48.07,2,1,12.41,2,41.08,35.85,1.667,136.2,37.84,36.51,64.14,75.15,10,0,41.99,1,1,62.01,14.98,43.04,35,18,41.9,32.52,25.88,32.48,36.88,20.13,17.88,12.18
Venezuela,Latin America,Upper-middle income,VES,28000000,Spanish,2024,49.82,28.32,37.95,21.59,25.38,46.52,36.53,20.78,12.85,16.16,35.65,9.55,2.95,2.77,-0.19,22,51.76,1,35.09,43.12,16.5,1,0,0,42.45,39.24,3,1,9.91,2,41.67,33.43,1.137,70.8,33.83,36.36,72.14,73.46,14,0,44.0,1,0,54.27,9.86,46.06,49,6,41.59,37.06,30.97,33.22,33.48,12.68,10.93,14.72
Venezuela,Latin America,Upper-middle income,VES,28000000,Spanish,2025,49.17,33.77,32.12,27.98,23.75,42.16,24.42,22.61,24.11,24.53,23.35,5.42,2.11,4.85,2.74,18,22.77,1,32.93,30.85,21.65,1,1,0,43.78,29.22,4,0,10.69,0,42.61,36.71,2.845,99.3,29.91,34.95,63.74,90.61,9,0,30.61,0,1,65.8,4.25,27.19,39,14,25.56,38.4,30.87,44.16,29.18,23.21,10.97,11.46
Ecuador,Latin America,Upper-middle income,USD,18000000,Spanish,2022,41.61,25.59,28.12,23.03,19.57,30.79,28.94,19.6,23.74,17.17,13.5,9.04,5.66,3.46,-2.2,7,12.33,1,38.93,57.16,48.57,0,0,0,21.28,22.48,3,1,9.66,2,48.86,49.25,0.817,104.5,26.62,59.71,41.73,82.82,2,0,26.65,0,0,45.05,18.18,65.63,2,0,41.78,18.08,21.89,27.64,24.32,18.47,20.6,14.8
Ecuador,Latin America,Upper-middle income,USD,18000000,Spanish,2023,44.49,31.61,32.97,18.2,17.41,33.18,26.49,19.6,20.92,16.34,20.15,7.85,5.25,4.28,-0.97,5,9.83,1,35.52,34.03,20.47,0,0,0,5.69,28.63,1,0,9.06,2,45.18,65.11,4.062,155.3,33.24,63.31,39.77,88.11,3,0,58.86,1,1,55.96,14.73,52.82,12,14,46.35,23.21,27.78,29.02,32.33,22.64,21.55,14.51
Ecuador,Latin America,Upper-middle income,USD,18000000,Spanish,2024,49.86,32.17,45.02,34.46,26.64,42.06,26.03,17.35,22.18,24.91,13.75,9.04,6.42,2.19,-4.23,27,18.85,1,51.93,45.55,30.15,1,1,0,27.42,20.31,1,1,14.07,1,48.44,58.92,8.123,144.6,40.33,64.84,28.81,61.32,13,0,38.27,1,0,52.03,39.26,71.7,16,15,25.35,30.28,31.89,36.65,35.58,15.69,20.96,15.4
Ecuador,Latin America,Upper-middle income,USD,18000000,Spanish,2025,56.17,46.45,38.4,23.62,15.11,48.65,24.17,20.78,16.32,8.76,11.52,4.76,6.99,2.43,-4.56,25,71.65,1,42.54,34.66,32.06,1,1,1,13.13,30.18,1,1,16.95,0,48.54,32.78,0.819,78.8,46.58,57.97,43.46,76.88,16,0,31.02,1,1,47.59,23.2,61.35,7,11,33.44,40.33,37.38,46.97,42.04,35.18,19.41,12.75
Bolivia,Latin America,Lower-middle income,BOB,12000000,Spanish,2022,16.82,9.76,15.93,6.84,5.44,13.58,8.6,7.66,9.89,4.64,2.39,1.53,1.82,1.03,-0.79,1,0.32,0,19.99,25.1,13.0,0,0,0,2.82,7.56,0,0,7.51,0,15.27,20.96,1.889,98.1,13.37,29.62,68.6,80.41,3,0,8.57,1,1,81.95,22.86,81.95,0,1,0.0,10.51,9.64,10.2,14.01,7.28,8.04,4.8
Bolivia,Latin America,Lower-middle income,BOB,12000000,Spanish,2023,20.56,15.35,16.22,10.32,11.07,19.48,8.81,11.61,11.95,5.9,5.88,2.19,1.31,0.52,-0.79,4,5.25,0,33.77,39.85,45.46,0,0,0,7.35,17.11,0,0,7.45,0,17.79,24.8,3.488,94.0,14.03,31.46,61.32,72.47,6,0,5.0,1,1,82.45,27.7,56.89,1,4,32.36,13.41,14.54,17.67,17.81,6.05,4.23,7.59
Bolivia,Latin America,Lower-middle income,BOB,12000000,Spanish,2024,16.91,9.56,13.88,7.26,4.33,13.71,10.2,9.15,4.24,6.73,3.94,2.03,2.16,1.91,-0.25,3,2.22,1,27.88,27.02,12.27,1,1,0,6.01,25.6,0,1,5.84,0,16.21,8.2,1.175,85.2,10.46,30.56,58.01,95.0,3,0,19.59,0,0,84.32,18.13,78.55,4,1,17.91,12.37,11.89,11.34,14.12,8.63,2.67,6.25
Bolivia,Latin America,Lower-middle income,BOB,12000000,Spanish,2025,22.61,14.66,18.96,11.0,10.3,18.38,11.89,8.0,7.62,7.36,6.39,2.77,2.28,0.76,-1.52,10,10.13,1,39.41,22.89,18.29,1,1,0,9.56,25.59,0,1,8.3,0,18.11,11.36,4.148,53.8,14.16,29.02,68.56,87.55,1,0,5.0,0,1,74.79,3.28,66.08,15,2,33.16,17.16,19.14,15.8,14.76,10.34,6.94,7.74
Paraguay,Latin America,Upper-middle income,PYG,7000000,Spanish,2022,40.26,29.93,30.88,20.54,13.12,36.13,17.56,23.99,11.22,11.78,5.18,8.79,1.84,0.97,-0.87,2,5.09,1,23.88,61.86,30.58,0,0,0,2.23,30.15,1,0,8.87,0,24.2,33.0,0.792,141.7,35.15,27.74,77.42,72.57,0,0,54.11,0,1,77.0,22.93,58.29,6,2,39.55,29.62,33.94,30.23,25.68,19.72,14.47,13.15
Paraguay,Latin America,Upper-middle income,PYG,7000000,Spanish,2023,48.97,41.46,34.5,27.81,21.94,42.6,36.5,27.16,26.59,14.3,3.68,7.86,6.04,4.43,-1.61,9,22.96,1,43.16,30.86,18.9,0,0,0,8.37,15.41,1,0,11.18,0,23.86,5.68,5.144,175.9,33.95,25.39,85.15,53.09,4,0,47.46,1,0,73.82,21.76,72.4,3,3,27.81,29.52,36.71,31.19,38.13,27.87,17.98,11.58
Paraguay,Latin America,Upper-middle income,PYG,7000000,Spanish,2024,50.56,37.16,35.06,25.25,11.59,44.25,27.09,24.33,28.61,22.84,10.72,11.82,6.78,3.37,-3.41,5,13.58,1,30.81,64.35,32.64,0,1,0,7.4,34.97,0,0,8.59,0,22.35,20.71,1.197,166.6,38.99,26.01,77.75,86.9,1,0,51.48,0,1,86.92,20.51,48.28,13,1,19.84,38.57,27.4,37.43,41.84,18.26,12.96,15.0
Paraguay,Latin America,Upper-middle income,PYG,7000000,Spanish,2025,52.09,33.49,33.9,23.97,10.42,43.43,37.14,25.34,18.74,22.21,4.76,8.42,2.9,3.28,0.38,6,15.06,1,53.93,33.92,7.66,0,1,1,12.16,27.89,0,1,13.36,0,19.99,11.12,5.334,113.1,35.29,23.18,75.93,81.45,5,0,41.93,1,1,81.51,8.1,53.6,15,3,60.9,29.38,43.19,39.26,29.54,17.2,12.45,13.93
Uruguay,Latin America,High income,UYU,3500000,Spanish,2022,61.25,50.51,43.68,25.69,18.94,57.62,32.58,22.79,33.94,15.71,2.23,10.81,2.98,5.79,2.81,6,18.31,1,57.35,66.0,28.66,0,0,0,6.26,52.61,0,1,18.18,0,80.87,64.94,1.034,119.8,46.13,64.02,26.01,71.34,0,0,53.02,1,0,25.03,30.72,17.17,2,3,53.35,40.69,47.75,41.81,51.02,17.11,25.55,19.81
Uruguay,Latin America,High income,UYU,3500000,Spanish,2023,72.41,55.28,64.61,48.23,26.15,58.06,51.52,34.91,28.31,14.92,3.48,10.57,9.83,2.3,-7.53,7,27.32,1,63.45,51.87,35.04,0,0,0,7.77,63.0,0,1,11.0,0,71.57,63.36,2.387,152.1,52.38,63.91,36.26,46.35,1,0,32.9,1,0,31.6,27.1,37.59,9,1,45.14,39.66,57.63,45.66,47.28,46.58,31.99,20.42
Uruguay,Latin America,High income,UYU,3500000,Spanish,2024,85.45,47.94,77.91,35.87,44.77,80.38,59.77,34.32,29.52,33.61,6.85,9.56,4.62,4.58,-0.03,6,14.73,1,58.57,59.88,46.59,1,0,0,2.19,47.74,0,1,21.21,0,78.54,73.36,4.275,160.3,68.76,61.5,26.79,67.52,2,0,63.3,1,1,20.78,26.05,38.14,4,0,33.36,60.26,55.54,70.87,65.05,24.6,31.56,20.06
Uruguay,Latin America,High income,UYU,3500000,Spanish,2025,84.32,46.73,65.98,54.96,21.46,66.57,48.08,54.64,30.34,19.71,6.41,12.91,4.51,6.7,2.19,5,17.62,1,67.75,73.99,23.29,1,1,1,8.5,49.57,0,1,22.11,0,77.58,69.09,3.226,254.3,65.64,62.99,29.3,70.51,1,1,56.19,1,1,30.21,36.13,33.94,10,5,56.5,54.41,44.87,50.6,71.89,35.33,22.97,22.98
Cuba,Latin America,Upper-middle income,CUP,11000000,Spanish,2022,44.44,35.89,34.29,23.59,17.66,42.09,17.86,28.4,22.41,14.8,9.53,6.28,3.45,4.23,0.77,2,5.17,1,26.27,58.83,38.5,0,0,0,3.44,35.18,1,0,8.73,1,62.25,58.74,3.315,157.9,30.66,34.28,64.15,92.05,4,0,27.13,0,0,35.35,25.78,44.3,3,3,29.34,28.3,34.05,39.18,26.14,27.62,21.7,12.92
Cuba,Latin America,Upper-middle income,CUP,11000000,Spanish,2023,46.47,32.4,42.51,31.74,15.82,36.71,31.87,27.55,22.51,21.76,6.88,6.39,5.63,2.34,-3.29,13,13.87,1,31.5,35.07,25.12,0,0,0,13.6,23.53,1,1,13.59,0,57.47,53.37,3.125,105.7,30.61,29.74,64.06,77.9,1,0,39.74,0,1,40.2,25.88,48.79,17,8,43.41,33.93,37.81,36.25,30.35,23.79,17.59,12.36
Cuba,Latin America,Upper-middle income,CUP,11000000,Spanish,2024,51.6,36.0,48.44,27.32,20.12,37.68,27.28,18.03,13.29,14.46,10.62,5.98,3.32,2.83,-0.49,21,28.63,1,30.96,38.51,28.24,0,1,0,16.78,32.15,0,1,6.74,0,54.08,66.23,3.387,73.0,33.49,29.96,68.03,87.92,9,0,42.61,1,1,42.92,27.22,47.81,3,9,30.89,41.06,35.59,34.52,29.04,14.69,14.82,12.88
Cuba,Latin America,Upper-middle income,CUP,11000000,Spanish,2025,61.77,34.94,49.77,35.69,30.95,47.4,26.51,27.11,18.58,17.36,10.46,8.58,2.52,4.63,2.11,23,58.96,1,50.81,49.22,23.17,0,0,1,4.25,36.66,0,1,19.05,0,52.79,55.9,8.545,135.9,52.93,23.48,74.0,62.16,0,0,47.05,0,0,40.73,11.84,59.67,28,0,31.49,32.75,50.67,42.09,46.48,29.4,9.45,15.63
Dominican Republic,Latin America,Upper-middle income,DOP,11000000,Spanish,2022,42.97,28.0,28.39,18.82,13.19,40.8,26.42,14.63,23.23,11.85,5.02,6.07,4.71,1.31,-3.4,8,4.2,1,23.22,50.91,15.08,0,0,0,0.92,58.42,1,1,8.13,0,59.41,72.92,1.655,73.4,34.89,59.06,38.31,95.0,4,0,37.66,1,1,37.76,15.62,61.86,6,1,7.73,19.99,23.46,29.06,27.0,16.24,8.45,13.72
Dominican Republic,Latin America,Upper-middle income,DOP,11000000,Spanish,2023,47.97,30.21,45.34,30.3,21.03,44.07,35.58,15.49,18.83,22.4,10.63,9.21,2.69,4.24,1.55,9,14.05,1,41.44,53.4,54.89,0,0,0,9.81,35.87,1,0,7.93,0,52.02,58.64,3.472,102.9,40.31,57.4,45.21,70.78,6,0,63.07,0,1,44.79,29.1,54.5,16,2,47.06,19.32,34.07,31.13,30.55,15.8,11.02,16.11
Dominican Republic,Latin America,Upper-middle income,DOP,11000000,Spanish,2024,55.49,45.8,44.94,26.41,12.66,47.22,37.72,22.19,28.97,22.36,16.97,4.93,3.1,2.18,-0.93,6,5.77,1,48.56,17.4,30.25,1,0,0,11.28,50.9,1,1,17.06,0,57.11,54.22,7.574,147.7,37.79,56.35,41.75,74.82,5,0,38.1,0,0,43.1,22.52,52.32,19,8,51.19,39.29,44.09,43.55,36.53,24.01,15.96,14.32
Dominican Republic,Latin America,Upper-middle income,DOP,11000000,Spanish,2025,57.66,36.25,40.52,25.48,15.11,47.87,26.12,26.71,30.66,28.09,12.78,11.39,3.37,4.11,0.74,5,5.85,1,41.04,53.42,57.54,0,1,1,5.32,30.75,1,1,10.88,1,53.74,47.73,4.547,47.1,42.67,54.01,42.97,72.9,8,1,42.09,0,0,41.08,21.47,58.1,25,2,27.93,40.06,33.68,36.97,42.76,37.3,15.61,16.78
Guatemala,Latin America,Upper-middle income,GTQ,17000000,Spanish,2022,43.55,32.59,36.53,27.7,10.02,39.51,22.12,17.53,17.72,10.72,11.82,3.96,3.97,3.67,-0.31,14,9.42,1,33.9,75.46,20.81,0,0,0,6.4,37.65,1,1,14.53,1,38.12,29.46,2.053,130.0,37.93,52.77,44.23,92.57,2,0,26.47,1,1,65.59,13.06,68.0,2,0,32.83,18.54,21.9,35.42,33.74,13.29,17.55,12.3
Guatemala,Latin America,Upper-middle income,GTQ,17000000,Spanish,2023,46.84,28.61,43.67,32.13,13.77,44.45,28.66,16.12,25.72,12.22,15.01,8.16,3.29,1.43,-1.85,5,8.51,1,38.92,45.64,30.72,0,0,0,2.75,19.64,1,0,14.89,0,41.13,38.83,3.648,82.5,35.97,57.58,38.44,75.44,7,0,24.07,1,1,55.09,22.44,38.87,17,4,42.53,28.2,24.44,42.04,28.69,19.6,11.8,13.99
Guatemala,Latin America,Upper-middle income,GTQ,17000000,Spanish,2024,61.78,34.4,54.24,25.37,30.86,55.18,26.39,25.28,19.1,12.71,15.41,12.32,3.13,2.83,-0.3,26,13.84,1,40.21,61.55,21.5,1,1,0,25.67,47.5,1,1,16.82,0,35.11,38.75,4.181,147.1,51.45,52.36,52.07,67.08,10,0,57.46,1,0,63.7,12.51,57.99,14,1,45.28,43.59,44.18,49.41,34.5,24.96,29.84,18.49
Guatemala,Latin America,Upper-middle income,GTQ,17000000,Spanish,2025,60.46,41.94,49.4,28.77,31.98,42.6,34.53,34.58,20.08,16.49,24.28,6.23,6.75,1.11,-5.64,21,52.63,1,58.58,42.25,39.18,0,0,1,5.27,47.72,2,1,16.86,1,37.61,46.34,6.617,138.8,36.98,57.59,41.17,71.45,4,0,56.56,0,0,71.61,21.62,56.52,17,0,22.64,41.72,39.85,49.58,49.82,30.04,14.15,15.29
Honduras,Latin America,Lower-middle income,HNL,10000000,Spanish,2022,35.74,20.37,33.58,15.61,18.92,33.88,23.06,16.58,12.07,7.9,8.42,7.02,2.07,1.03,-1.04,9,4.45,0,0.0,38.7,40.58,0,0,0,0.47,19.72,0,0,10.88,0,7.78,8.62,2.373,74.4,24.07,32.67,67.86,95.0,1,0,24.55,1,1,75.05,0.0,85.97,6,1,19.24,15.38,24.96,29.11,26.26,9.77,12.6,9.08
Honduras,Latin America,Lower-middle income,HNL,10000000,Spanish,2023,39.37,26.35,35.98,18.2,17.26,28.97,18.38,22.93,10.87,6.77,6.34,6.29,2.87,3.69,0.82,10,8.84,0,21.38,33.98,3.43,0,0,0,6.51,28.33,0,0,8.36,0,8.48,10.83,3.179,89.2,26.14,34.81,57.63,71.59,0,0,25.85,0,1,91.86,9.32,81.99,8,0,28.44,21.84,28.3,30.54,32.51,14.61,7.59,10.3
Honduras,Latin America,Lower-middle income,HNL,10000000,Spanish,2024,45.26,31.76,32.98,28.96,9.64,33.29,26.82,26.58,25.76,17.87,13.99,6.02,4.37,4.39,0.02,11,15.29,1,29.91,20.0,10.53,1,1,0,3.6,34.39,0,1,11.88,0,7.47,6.95,2.046,88.3,37.46,38.16,66.05,90.62,7,0,22.57,0,1,91.2,13.45,63.26,0,3,20.06,35.88,34.64,34.89,36.51,22.05,14.08,10.51
Honduras,Latin America,Lower-middle income,HNL,10000000,Spanish,2025,50.08,28.64,41.11,22.11,13.05,40.44,20.64,26.19,19.91,23.46,5.53,8.98,5.13,5.01,-0.12,20,12.16,1,46.84,6.15,38.38,1,0,0,7.37,26.21,0,0,8.59,0,7.61,15.98,3.838,56.7,34.01,34.62,60.87,78.61,8,1,9.33,0,1,95.0,15.81,83.33,3,4,19.36,29.62,26.93,37.39,32.19,14.16,12.09,12.42
El Salvador,Latin America,Lower-middle income,USD,6500000,Spanish,2022,13.89,9.46,10.56,8.1,6.13,10.17,6.58,8.56,8.31,4.5,1.05,1.56,2.23,0.97,-1.26,2,0.75,0,7.19,28.32,21.7,0,0,0,3.28,23.55,0,1,1.26,0,25.46,20.81,0.362,42.7,9.91,36.1,56.04,94.84,3,0,17.52,1,0,73.54,15.08,90.0,1,1,21.62,7.38,7.77,10.84,11.0,7.56,2.17,5.54
El Salvador,Latin America,Lower-middle income,USD,6500000,Spanish,2023,14.97,9.54,10.14,6.72,8.17,13.22,9.17,4.89,4.8,4.87,1.52,1.45,0.83,1.22,0.39,2,2.88,0,27.95,14.21,10.26,0,0,0,0.69,20.52,0,0,2.78,0,26.91,14.31,2.517,114.0,13.19,37.06,65.76,94.01,2,0,30.16,0,1,81.22,10.03,74.54,5,0,21.35,6.15,8.39,10.41,11.72,6.47,2.72,5.72
El Salvador,Latin America,Lower-middle income,USD,6500000,Spanish,2024,15.71,10.5,10.26,8.85,4.26,12.75,8.82,5.35,4.14,2.36,2.46,2.0,2.09,0.25,-1.84,3,4.2,0,23.96,34.9,33.77,1,1,0,3.21,9.12,0,1,7.88,0,26.98,29.71,1.208,55.4,13.11,36.44,59.93,87.85,0,1,10.18,0,0,77.14,21.33,90.0,2,0,31.86,7.43,8.96,11.93,11.91,4.52,7.7,6.63
